saldo_cuenta,meses,historia_crediticia,uso,cantidad,saldo_cuenta_ahorro,años_trabajando,tasa_de_interes,genero_estado_civil,aval,años_actual_domicilio,activos,edad,planes_de_pago,casa,numero_creditos,situacion_laboral,dependientes_economicos,telefono,extranjero,credito_pagado
sin_cuenta,12,pago_algun_credito,mobiliario,763,menor_100,1_a_4,4,mujer_no_soltera,,1,bienes_raices,26,,propia,1,gobierno,1,1,1,1
cero_a_200,24,pago_retrasado,mobiliario,2064,menor_100,desempleado,3,mujer_no_soltera,,2,seguro_vida,34,,propia,1,administrativo,1,1,1,0
cero_a_200,8,pago_algun_credito,TV,1414,menor_100,1_a_4,4,hombre_soltero,aval,2,bienes_raices,33,,propia,1,gobierno,1,0,0,1
menor_a_cero,21,pago_retrasado,colegiaturas,3414,menor_100,menor_a_1,2,hombre_soltero,,1,seguro_vida,26,,propia,2,gobierno,1,0,1,0
sin_cuenta,30,pago_todos,coche_usado,7485,,desempleado,4,mujer_no_soltera,,1,bienes_raices,53,bancario,propia,1,administrativo,1,1,1,0
menor_a_cero,12,pago_algun_credito,mobiliario,2577,menor_100,1_a_4,2,hombre_divorciado,,1,otro_tipo,42,,propia,1,gobierno,1,0,1,1
menor_a_cero,6,no_ha_pagado,TV,338,500_a_1000,mas_de_7,4,hombre_soltero,,4,otro_tipo,52,,propia,2,gobierno,1,0,1,1
sin_cuenta,12,pago_algun_credito,TV,1963,menor_100,4_a_7,4,hombre_soltero,,2,otro_tipo,31,,renta,2,administrativo,2,1,1,1
menor_a_cero,21,no_ha_pagado,coche_nuevo,571,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,65,,propia,2,gobierno,1,0,1,1
sin_cuenta,36,pago_retrasado,poner_negocio,9572,menor_100,menor_a_1,1,hombre_divorciado,,1,otro_tipo,28,,propia,2,gobierno,1,0,1,0
cero_a_200,36,pago_retrasado,poner_negocio,4455,menor_100,1_a_4,2,hombre_divorciado,,2,bienes_raices,30,departamental,propia,2,administrativo,1,1,1,0
menor_a_cero,21,pago_todos,coche_nuevo,1647,,1_a_4,4,hombre_soltero,,2,seguro_vida,40,,propia,2,obrero,2,0,1,0
sin_cuenta,24,no_ha_pagado,mobiliario,3777,mas_de_1000,1_a_4,4,hombre_soltero,,4,bienes_raices,50,,propia,1,gobierno,1,1,1,1
cero_a_200,18,no_ha_pagado,coche_nuevo,884,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,36,bancario,propia,1,gobierno,2,1,1,0
sin_cuenta,15,no_ha_pagado,TV,1360,menor_100,1_a_4,4,hombre_soltero,,2,seguro_vida,31,,propia,2,gobierno,1,0,1,1
cero_a_200,9,pago_todos,coche_usado,5129,menor_100,mas_de_7,2,mujer_no_soltera,,4,sin_activos,74,bancario,prestada,1,administrativo,2,1,1,0
cero_a_200,16,no_ha_pagado,coche_nuevo,1175,menor_100,desempleado,2,hombre_soltero,,3,otro_tipo,68,,prestada,3,desempleado,1,1,1,1
menor_a_cero,12,pago_algun_credito,TV,674,100_a_500,4_a_7,4,hombre_divorciado,,1,seguro_vida,20,,propia,1,gobierno,1,0,1,0
cero_a_200,18,sin_creditos,mobiliario,3244,menor_100,1_a_4,1,mujer_no_soltera,,4,otro_tipo,33,bancario,propia,2,gobierno,1,1,1,1
sin_cuenta,24,pago_algun_credito,poner_negocio,4591,mas_de_1000,1_a_4,2,hombre_soltero,,3,seguro_vida,54,,propia,3,administrativo,1,1,1,0
cero_a_200,48,sin_creditos,poner_negocio,3844,100_a_500,4_a_7,4,hombre_soltero,,4,sin_activos,34,,prestada,1,obrero,2,0,1,0
cero_a_200,27,pago_algun_credito,poner_negocio,3915,menor_100,1_a_4,4,hombre_soltero,,2,otro_tipo,36,,propia,1,gobierno,2,1,1,0
sin_cuenta,6,pago_algun_credito,TV,2108,menor_100,4_a_7,2,hombre_divorciado,,2,bienes_raices,29,,renta,1,gobierno,1,0,1,1
cero_a_200,45,pago_algun_credito,TV,3031,100_a_500,1_a_4,4,hombre_soltero,aval,4,seguro_vida,21,,renta,1,gobierno,1,0,1,0
cero_a_200,9,no_ha_pagado,colegiaturas,1501,menor_100,mas_de_7,2,mujer_no_soltera,,3,otro_tipo,34,,propia,2,administrativo,1,1,1,0
sin_cuenta,6,no_ha_pagado,TV,1382,menor_100,1_a_4,1,mujer_no_soltera,,1,otro_tipo,28,,propia,2,gobierno,1,1,1,1
cero_a_200,12,pago_algun_credito,mobiliario,951,100_a_500,menor_a_1,4,mujer_no_soltera,,4,otro_tipo,27,bancario,renta,4,gobierno,1,0,1,0
cero_a_200,24,pago_algun_credito,coche_usado,2760,,mas_de_7,4,hombre_soltero,,4,sin_activos,36,bancario,prestada,1,gobierno,1,1,1,1
cero_a_200,18,pago_retrasado,mobiliario,4297,menor_100,mas_de_7,4,hombre_divorciado,,3,sin_activos,40,,propia,1,administrativo,1,1,1,0
sin_cuenta,9,no_ha_pagado,colegiaturas,936,500_a_1000,mas_de_7,4,hombre_soltero,,2,otro_tipo,52,,propia,2,gobierno,1,1,1,1
menor_a_cero,12,pago_algun_credito,coche_nuevo,1168,menor_100,1_a_4,4,hombre_divorciado,,3,bienes_raices,27,,propia,1,obrero,1,0,1,1
sin_cuenta,27,pago_retrasado,poner_negocio,5117,menor_100,4_a_7,3,hombre_soltero,,4,otro_tipo,26,,propia,2,gobierno,1,0,1,1
menor_a_cero,12,pago_algun_credito,reestructuración,902,menor_100,4_a_7,4,hombre_divorciado,,4,seguro_vida,21,,renta,1,gobierno,1,0,1,0
sin_cuenta,12,no_ha_pagado,coche_nuevo,1495,menor_100,mas_de_7,4,hombre_soltero,,1,bienes_raices,38,,propia,2,obrero,2,0,1,1
menor_a_cero,30,no_ha_pagado,coche_usado,10623,menor_100,mas_de_7,3,hombre_soltero,,4,sin_activos,38,,prestada,3,administrativo,2,1,1,1
sin_cuenta,12,no_ha_pagado,mobiliario,1935,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,43,,propia,3,gobierno,1,1,1,1
cero_a_200,12,no_ha_pagado,utensilios_hogar,1424,menor_100,4_a_7,4,hombre_soltero,,3,seguro_vida,26,,propia,1,gobierno,1,0,1,1
menor_a_cero,24,pago_algun_credito,poner_negocio,6568,menor_100,1_a_4,2,hombre_divorciado,,2,otro_tipo,21,departamental,propia,1,obrero,1,0,1,1
sin_cuenta,12,pago_algun_credito,coche_usado,1413,mas_de_1000,4_a_7,3,hombre_soltero,,2,seguro_vida,55,,propia,1,gobierno,1,0,0,1
sin_cuenta,9,no_ha_pagado,TV,3074,,1_a_4,1,hombre_soltero,,2,bienes_raices,33,,propia,2,gobierno,2,0,1,1
sin_cuenta,36,pago_algun_credito,TV,3835,,mas_de_7,2,mujer_no_soltera,,4,bienes_raices,45,,propia,1,obrero,1,1,1,1
menor_a_cero,27,sin_creditos,poner_negocio,5293,menor_100,desempleado,2,hombre_soltero,,4,seguro_vida,50,departamental,propia,2,gobierno,1,1,1,0
mas_de_200,30,pago_retrasado,poner_negocio,1908,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,66,,propia,1,administrativo,1,1,1,0
sin_cuenta,36,no_ha_pagado,TV,3342,,mas_de_7,4,hombre_soltero,,2,otro_tipo,51,,propia,1,gobierno,1,1,1,1
cero_a_200,6,no_ha_pagado,reestructuración,932,,4_a_7,1,mujer_no_soltera,,3,seguro_vida,39,,propia,2,obrero,1,0,1,1
menor_a_cero,18,sin_creditos,poner_negocio,3104,menor_100,4_a_7,3,hombre_soltero,,1,seguro_vida,31,bancario,propia,1,gobierno,1,1,1,1
mas_de_200,36,pago_algun_credito,TV,3913,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,23,,propia,1,gobierno,1,1,1,1
menor_a_cero,24,pago_algun_credito,mobiliario,3021,menor_100,1_a_4,2,hombre_divorciado,,2,bienes_raices,24,,renta,1,obrero,1,0,1,1
sin_cuenta,10,pago_algun_credito,coche_nuevo,1364,menor_100,1_a_4,2,mujer_no_soltera,,4,otro_tipo,64,,propia,1,gobierno,1,1,1,1
cero_a_200,12,pago_algun_credito,TV,625,menor_100,menor_a_1,4,hombre_divorciado,aval,1,bienes_raices,26,bancario,propia,1,obrero,1,0,1,1
menor_a_cero,12,pago_algun_credito,colegiaturas,1200,,1_a_4,4,mujer_no_soltera,,4,seguro_vida,23,bancario,renta,1,gobierno,1,1,1,1
sin_cuenta,12,pago_algun_credito,TV,707,menor_100,1_a_4,4,hombre_soltero,,2,bienes_raices,30,bancario,propia,2,gobierno,1,0,1,1
sin_cuenta,24,pago_retrasado,poner_negocio,2978,,1_a_4,4,hombre_soltero,,4,bienes_raices,32,,propia,2,gobierno,2,1,1,1
sin_cuenta,15,pago_algun_credito,coche_usado,4657,menor_100,1_a_4,3,hombre_soltero,,2,otro_tipo,30,,propia,1,gobierno,1,1,1,1
sin_cuenta,36,sin_creditos,reparaciones,2613,menor_100,1_a_4,4,hombre_soltero,,2,otro_tipo,27,,propia,2,gobierno,1,0,1,1
cero_a_200,48,pago_algun_credito,TV,10961,mas_de_1000,4_a_7,1,hombre_soltero,,2,sin_activos,27,bancario,propia,2,gobierno,1,1,1,0
menor_a_cero,12,pago_algun_credito,mobiliario,7865,menor_100,mas_de_7,4,hombre_soltero,,4,sin_activos,53,,prestada,1,administrativo,1,1,1,0
sin_cuenta,9,pago_algun_credito,TV,1478,menor_100,4_a_7,4,hombre_soltero,,2,otro_tipo,22,,propia,1,gobierno,1,0,1,0
menor_a_cero,24,pago_algun_credito,mobiliario,3149,menor_100,menor_a_1,4,hombre_soltero,,1,sin_activos,22,bancario,prestada,1,gobierno,1,0,1,1
mas_de_200,36,pago_algun_credito,TV,4210,menor_100,1_a_4,4,hombre_soltero,,2,otro_tipo,26,,propia,1,gobierno,1,0,1,0
sin_cuenta,9,pago_algun_credito,coche_nuevo,2507,500_a_1000,mas_de_7,2,hombre_soltero,,4,sin_activos,51,,prestada,1,obrero,1,0,1,1
sin_cuenta,12,pago_algun_credito,TV,2141,100_a_500,4_a_7,3,hombre_soltero,,1,sin_activos,35,,propia,1,gobierno,1,0,1,1
cero_a_200,18,pago_algun_credito,TV,866,menor_100,1_a_4,4,hombre_divorciado,aval,2,bienes_raices,25,,propia,1,obrero,1,0,1,1
sin_cuenta,4,no_ha_pagado,TV,1544,menor_100,4_a_7,2,hombre_soltero,,1,bienes_raices,42,,propia,3,obrero,2,0,1,1
menor_a_cero,24,pago_algun_credito,TV,1823,menor_100,desempleado,4,hombre_soltero,,2,otro_tipo,30,departamental,propia,1,administrativo,2,0,1,0
cero_a_200,6,pago_algun_credito,coche_nuevo,14555,,desempleado,1,hombre_soltero,,2,seguro_vida,23,,propia,1,desempleado,1,1,1,0
cero_a_200,21,pago_algun_credito,poner_negocio,2767,100_a_500,mas_de_7,4,hombre_divorciado,,2,otro_tipo,61,bancario,renta,2,obrero,1,0,1,0
sin_cuenta,12,no_ha_pagado,TV,1291,menor_100,1_a_4,4,mujer_no_soltera,,2,seguro_vida,35,,propia,2,gobierno,1,0,1,1
menor_a_cero,30,pago_algun_credito,TV,2522,menor_100,mas_de_7,1,hombre_soltero,aval,3,seguro_vida,39,,propia,1,gobierno,2,0,1,1
menor_a_cero,24,pago_algun_credito,coche_nuevo,915,,mas_de_7,4,mujer_no_soltera,,2,otro_tipo,29,bancario,propia,1,gobierno,1,0,1,0
sin_cuenta,6,pago_algun_credito,TV,1595,menor_100,4_a_7,3,hombre_soltero,,2,seguro_vida,51,,propia,1,gobierno,2,0,1,1
menor_a_cero,48,sin_creditos,coche_usado,4605,menor_100,mas_de_7,3,hombre_soltero,,4,sin_activos,24,,prestada,2,gobierno,2,0,1,0
sin_cuenta,12,no_ha_pagado,poner_negocio,1185,menor_100,1_a_4,3,mujer_no_soltera,,2,bienes_raices,27,,propia,2,gobierno,1,0,1,1
sin_cuenta,12,pago_todos,reestructuración,3447,500_a_1000,1_a_4,4,mujer_no_soltera,,3,bienes_raices,35,,propia,1,obrero,2,0,1,1
sin_cuenta,24,pago_algun_credito,poner_negocio,1258,menor_100,4_a_7,4,hombre_soltero,,1,bienes_raices,25,,propia,1,gobierno,1,1,1,1
sin_cuenta,12,no_ha_pagado,TV,717,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,52,,propia,3,gobierno,1,0,1,1
sin_cuenta,6,sin_creditos,coche_nuevo,1204,100_a_500,1_a_4,4,hombre_soltero,,1,sin_activos,35,bancario,renta,1,gobierno,1,0,0,1
mas_de_200,24,pago_algun_credito,mobiliario,1925,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,26,,propia,1,gobierno,1,0,1,1
sin_cuenta,18,pago_algun_credito,TV,433,menor_100,desempleado,3,mujer_no_soltera,,4,bienes_raices,22,,renta,1,gobierno,1,0,1,0
menor_a_cero,6,no_ha_pagado,coche_nuevo,666,mas_de_1000,4_a_7,3,mujer_no_soltera,,4,bienes_raices,39,,propia,2,obrero,1,1,1,1
mas_de_200,12,pago_algun_credito,mobiliario,2251,menor_100,1_a_4,1,mujer_no_soltera,,2,otro_tipo,46,,propia,1,obrero,1,0,1,1
cero_a_200,30,pago_algun_credito,coche_nuevo,2150,menor_100,1_a_4,4,mujer_no_soltera,aval,2,sin_activos,24,bancario,propia,1,gobierno,1,0,1,0
sin_cuenta,24,pago_retrasado,mobiliario,4151,100_a_500,1_a_4,2,hombre_soltero,,3,seguro_vida,35,,propia,2,gobierno,1,0,1,1
cero_a_200,9,pago_algun_credito,mobiliario,2030,,4_a_7,2,hombre_soltero,,1,otro_tipo,24,,propia,1,gobierno,1,1,1,1
cero_a_200,60,pago_retrasado,TV,7418,,1_a_4,1,hombre_soltero,,1,bienes_raices,27,,propia,1,obrero,1,0,1,1
sin_cuenta,24,no_ha_pagado,TV,2684,menor_100,1_a_4,4,hombre_soltero,,2,bienes_raices,35,,propia,2,obrero,1,0,1,1
menor_a_cero,12,pago_todos,TV,2149,menor_100,1_a_4,4,hombre_divorciado,,1,sin_activos,29,,prestada,1,gobierno,1,0,1,0
sin_cuenta,15,pago_algun_credito,coche_usado,3812,100_a_500,menor_a_1,1,mujer_no_soltera,,4,otro_tipo,23,,propia,1,gobierno,1,1,1,1
sin_cuenta,11,no_ha_pagado,TV,1154,100_a_500,desempleado,4,mujer_no_soltera,,4,bienes_raices,57,,propia,3,obrero,1,0,1,1
menor_a_cero,12,pago_algun_credito,mobiliario,1657,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,27,,propia,1,gobierno,1,0,1,1
menor_a_cero,24,pago_algun_credito,TV,1603,menor_100,mas_de_7,4,mujer_no_soltera,,4,otro_tipo,55,,propia,1,gobierno,1,0,1,1
menor_a_cero,18,no_ha_pagado,coche_nuevo,5302,menor_100,mas_de_7,2,hombre_soltero,,4,sin_activos,36,,prestada,3,administrativo,1,1,1,1
sin_cuenta,12,no_ha_pagado,colegiaturas,2748,menor_100,mas_de_7,2,mujer_no_soltera,,4,sin_activos,57,bancario,prestada,3,obrero,1,0,1,1
sin_cuenta,10,no_ha_pagado,coche_nuevo,1231,menor_100,mas_de_7,3,hombre_soltero,,4,bienes_raices,32,,propia,2,obrero,2,0,0,1
cero_a_200,15,pago_algun_credito,TV,802,menor_100,mas_de_7,4,hombre_soltero,,3,otro_tipo,37,,propia,1,gobierno,2,0,1,0
sin_cuenta,36,no_ha_pagado,poner_negocio,6304,,mas_de_7,4,hombre_soltero,,4,bienes_raices,36,,propia,2,gobierno,1,0,1,1
sin_cuenta,24,pago_algun_credito,TV,1533,menor_100,menor_a_1,4,mujer_no_soltera,,3,otro_tipo,38,departamental,propia,1,gobierno,1,1,1,1
menor_a_cero,14,pago_algun_credito,coche_nuevo,8978,menor_100,mas_de_7,1,hombre_divorciado,,4,seguro_vida,45,,propia,1,administrativo,1,1,0,0
sin_cuenta,24,pago_algun_credito,TV,999,,mas_de_7,4,hombre_soltero,,2,otro_tipo,25,,propia,2,gobierno,1,0,1,1
sin_cuenta,18,pago_algun_credito,coche_nuevo,2662,,4_a_7,4,hombre_soltero,,3,seguro_vida,32,,propia,1,gobierno,1,0,0,1
sin_cuenta,12,no_ha_pagado,mobiliario,1402,500_a_1000,4_a_7,3,mujer_no_soltera,,4,otro_tipo,37,,renta,1,gobierno,1,1,1,1
cero_a_200,48,pago_todos,coche_nuevo,12169,,desempleado,4,hombre_soltero,,4,sin_activos,36,,prestada,1,administrativo,1,1,1,1
cero_a_200,48,pago_algun_credito,TV,3060,menor_100,4_a_7,4,hombre_soltero,,4,bienes_raices,28,,propia,2,gobierno,1,0,1,0
menor_a_cero,30,pago_algun_credito,reparaciones,11998,menor_100,menor_a_1,1,hombre_divorciado,,1,sin_activos,34,,propia,1,obrero,1,1,1,0
sin_cuenta,9,pago_algun_credito,TV,2697,menor_100,1_a_4,1,hombre_soltero,,2,bienes_raices,32,,propia,1,gobierno,2,0,1,1
sin_cuenta,18,no_ha_pagado,TV,2404,menor_100,1_a_4,2,mujer_no_soltera,,2,otro_tipo,26,,propia,2,gobierno,1,0,1,1
menor_a_cero,12,pago_algun_credito,mobiliario,1262,,mas_de_7,2,hombre_divorciado,,4,seguro_vida,49,,propia,1,obrero,1,1,1,1
sin_cuenta,6,pago_algun_credito,mobiliario,4611,menor_100,menor_a_1,1,mujer_no_soltera,,4,seguro_vida,32,,propia,1,gobierno,1,0,1,0
sin_cuenta,24,pago_algun_credito,TV,1901,100_a_500,1_a_4,4,hombre_soltero,,4,otro_tipo,29,,renta,1,administrativo,1,1,1,1
sin_cuenta,15,no_ha_pagado,coche_usado,3368,mas_de_1000,mas_de_7,3,hombre_soltero,,4,sin_activos,23,,renta,2,gobierno,1,1,1,1
sin_cuenta,12,pago_algun_credito,mobiliario,1574,menor_100,1_a_4,4,hombre_soltero,,2,bienes_raices,50,,propia,1,gobierno,1,0,1,1
mas_de_200,18,pago_todos,TV,1445,,4_a_7,4,hombre_soltero,,4,otro_tipo,49,bancario,propia,1,obrero,1,0,1,1
sin_cuenta,15,no_ha_pagado,mobiliario,1520,,mas_de_7,4,hombre_soltero,,4,seguro_vida,63,,propia,1,gobierno,1,0,1,1
cero_a_200,24,no_ha_pagado,coche_nuevo,3878,100_a_500,menor_a_1,4,hombre_divorciado,,2,otro_tipo,37,,propia,1,gobierno,1,1,1,1
menor_a_cero,47,pago_algun_credito,coche_nuevo,10722,menor_100,menor_a_1,1,mujer_no_soltera,,1,bienes_raices,35,,propia,1,obrero,1,1,1,1
menor_a_cero,48,pago_algun_credito,coche_usado,4788,menor_100,4_a_7,4,hombre_soltero,,3,seguro_vida,26,,propia,1,gobierno,2,0,1,1
cero_a_200,48,pago_retrasado,otros,7582,100_a_500,desempleado,2,hombre_soltero,,4,sin_activos,31,,prestada,1,administrativo,1,1,1,1
cero_a_200,12,pago_algun_credito,TV,1092,menor_100,1_a_4,4,mujer_no_soltera,aval,4,bienes_raices,49,,propia,2,gobierno,1,1,1,1
menor_a_cero,24,pago_retrasado,TV,1024,menor_100,menor_a_1,4,hombre_divorciado,,4,bienes_raices,48,departamental,propia,1,gobierno,1,0,1,0
sin_cuenta,12,pago_algun_credito,poner_negocio,1076,menor_100,1_a_4,2,hombre_divorciado,,2,bienes_raices,26,,propia,1,gobierno,1,1,0,1
cero_a_200,36,pago_algun_credito,coche_usado,9398,menor_100,menor_a_1,1,hombre_divorciado,,4,otro_tipo,28,,renta,1,administrativo,1,1,1,0
menor_a_cero,24,no_ha_pagado,coche_usado,6419,menor_100,mas_de_7,2,mujer_no_soltera,,4,sin_activos,44,,prestada,2,administrativo,2,1,1,1
mas_de_200,42,no_ha_pagado,coche_usado,4796,menor_100,mas_de_7,4,hombre_soltero,,4,sin_activos,56,,prestada,1,gobierno,1,0,1,1
sin_cuenta,48,no_ha_pagado,poner_negocio,7629,,mas_de_7,4,hombre_divorciado,,2,otro_tipo,46,bancario,propia,2,administrativo,2,0,1,1
cero_a_200,48,pago_algun_credito,mobiliario,9960,menor_100,menor_a_1,1,mujer_no_soltera,,2,otro_tipo,26,,propia,1,gobierno,1,1,1,0
sin_cuenta,12,pago_algun_credito,coche_usado,4675,,menor_a_1,1,mujer_no_soltera,,4,otro_tipo,20,,renta,1,gobierno,1,0,1,1
sin_cuenta,10,pago_algun_credito,coche_nuevo,1287,,mas_de_7,4,hombre_soltero,,2,seguro_vida,45,,propia,1,obrero,1,0,0,1
sin_cuenta,18,pago_algun_credito,mobiliario,2515,menor_100,1_a_4,3,hombre_soltero,,4,bienes_raices,43,,propia,1,gobierno,1,1,1,1
cero_a_200,21,no_ha_pagado,mobiliario,2745,mas_de_1000,4_a_7,3,hombre_soltero,,2,otro_tipo,32,,propia,2,gobierno,1,1,1,1
sin_cuenta,6,pago_algun_credito,coche_nuevo,672,menor_100,desempleado,1,mujer_no_soltera,,4,bienes_raices,54,,propia,1,desempleado,1,1,1,1
cero_a_200,36,sin_creditos,TV,3804,menor_100,1_a_4,4,mujer_no_soltera,,1,otro_tipo,42,,propia,1,gobierno,1,1,1,0
mas_de_200,24,no_ha_pagado,coche_nuevo,1344,,4_a_7,4,hombre_soltero,,2,bienes_raices,37,bancario,propia,2,obrero,2,0,1,0
menor_a_cero,10,no_ha_pagado,coche_nuevo,1038,menor_100,4_a_7,4,hombre_soltero,,3,seguro_vida,49,,propia,2,gobierno,1,1,1,1
sin_cuenta,48,no_ha_pagado,coche_nuevo,10127,500_a_1000,1_a_4,2,hombre_soltero,,2,sin_activos,44,bancario,prestada,1,gobierno,1,0,1,0
sin_cuenta,6,pago_algun_credito,mobiliario,1543,mas_de_1000,1_a_4,4,hombre_divorciado,,2,bienes_raices,33,,propia,1,gobierno,1,0,1,1
sin_cuenta,30,pago_algun_credito,coche_usado,4811,,4_a_7,2,mujer_no_soltera,,4,seguro_vida,24,departamental,renta,1,obrero,1,0,1,1
menor_a_cero,12,pago_algun_credito,TV,727,100_a_500,menor_a_1,4,hombre_divorciado,,3,sin_activos,33,,propia,1,obrero,1,1,1,0
cero_a_200,8,pago_algun_credito,mobiliario,1237,menor_100,1_a_4,3,mujer_no_soltera,,4,bienes_raices,24,,propia,1,gobierno,1,0,1,0
cero_a_200,9,pago_algun_credito,coche_nuevo,276,menor_100,1_a_4,4,hombre_divorciado,,4,bienes_raices,22,,renta,1,obrero,1,0,1,1
cero_a_200,48,pago_algun_credito,otros,5381,,desempleado,3,hombre_soltero,,4,sin_activos,40,bancario,prestada,1,desempleado,1,1,1,1
sin_cuenta,24,pago_algun_credito,mobiliario,5511,100_a_500,1_a_4,4,hombre_soltero,,1,otro_tipo,25,departamental,propia,1,gobierno,1,0,1,1
mas_de_200,24,pago_algun_credito,mobiliario,3749,menor_100,menor_a_1,2,mujer_no_soltera,,4,otro_tipo,26,,propia,1,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,coche_nuevo,685,menor_100,4_a_7,2,hombre_divorciado,,3,otro_tipo,25,bancario,propia,1,obrero,1,0,1,0
mas_de_200,4,pago_algun_credito,coche_nuevo,1494,,menor_a_1,1,hombre_soltero,,2,bienes_raices,29,,propia,1,obrero,2,0,0,1
menor_a_cero,36,pago_todos,mobiliario,2746,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,31,bancario,propia,1,gobierno,1,0,1,0
menor_a_cero,12,pago_algun_credito,mobiliario,708,menor_100,1_a_4,2,hombre_soltero,aval,3,seguro_vida,38,,propia,1,obrero,2,0,1,1
cero_a_200,24,pago_algun_credito,mobiliario,4351,,1_a_4,1,mujer_no_soltera,,4,seguro_vida,48,,propia,1,obrero,1,1,1,1
sin_cuenta,12,no_ha_pagado,colegiaturas,701,menor_100,1_a_4,4,hombre_soltero,,2,otro_tipo,32,,propia,2,gobierno,1,0,1,1
menor_a_cero,15,pago_retrasado,mobiliario,3643,menor_100,mas_de_7,1,mujer_no_soltera,,4,seguro_vida,27,,propia,2,obrero,1,0,1,1
cero_a_200,30,no_ha_pagado,coche_nuevo,4249,menor_100,desempleado,4,hombre_divorciado,,2,otro_tipo,28,,propia,2,administrativo,1,0,1,0
menor_a_cero,24,pago_algun_credito,TV,1938,menor_100,menor_a_1,4,hombre_divorciado,,3,seguro_vida,32,,propia,1,gobierno,1,0,1,0
menor_a_cero,24,pago_algun_credito,coche_usado,2910,menor_100,4_a_7,2,hombre_soltero,,1,sin_activos,34,,prestada,1,administrativo,1,1,1,1
menor_a_cero,18,pago_algun_credito,mobiliario,2659,mas_de_1000,1_a_4,4,hombre_soltero,,2,otro_tipo,28,,propia,1,gobierno,1,0,1,1
sin_cuenta,18,no_ha_pagado,coche_nuevo,1028,menor_100,1_a_4,4,mujer_no_soltera,,3,bienes_raices,36,,propia,2,gobierno,1,0,1,1
menor_a_cero,8,no_ha_pagado,coche_nuevo,3398,menor_100,4_a_7,1,hombre_soltero,,4,bienes_raices,39,,propia,2,obrero,1,0,0,1
sin_cuenta,12,no_ha_pagado,mobiliario,5801,,mas_de_7,2,hombre_soltero,,4,seguro_vida,49,,renta,1,gobierno,1,1,1,1
sin_cuenta,24,pago_algun_credito,coche_nuevo,1525,mas_de_1000,4_a_7,4,mujer_no_soltera,,3,otro_tipo,34,,propia,1,gobierno,2,1,1,1
mas_de_200,36,pago_algun_credito,TV,4473,menor_100,mas_de_7,4,hombre_soltero,,2,otro_tipo,31,,propia,1,gobierno,1,0,1,1
cero_a_200,6,pago_algun_credito,TV,1068,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,28,,propia,1,gobierno,2,0,1,1
menor_a_cero,24,no_ha_pagado,coche_usado,6615,menor_100,desempleado,2,hombre_soltero,,4,sin_activos,75,,prestada,2,administrativo,1,1,1,1
sin_cuenta,18,no_ha_pagado,colegiaturas,1864,100_a_500,1_a_4,4,mujer_no_soltera,,2,bienes_raices,30,,propia,2,gobierno,1,0,1,0
cero_a_200,60,pago_algun_credito,coche_nuevo,7408,100_a_500,menor_a_1,4,mujer_no_soltera,,2,seguro_vida,24,,propia,1,administrativo,1,0,1,0
sin_cuenta,48,no_ha_pagado,coche_usado,11590,100_a_500,1_a_4,2,mujer_no_soltera,,4,otro_tipo,24,bancario,renta,2,obrero,1,0,1,0
menor_a_cero,24,sin_creditos,mobiliario,4110,menor_100,mas_de_7,3,hombre_soltero,,4,sin_activos,23,bancario,renta,2,gobierno,2,0,1,0
menor_a_cero,6,no_ha_pagado,mobiliario,3384,menor_100,1_a_4,1,hombre_divorciado,,4,bienes_raices,44,,renta,1,administrativo,1,1,1,0
cero_a_200,13,pago_algun_credito,TV,2101,menor_100,menor_a_1,2,mujer_no_soltera,aval,4,seguro_vida,23,,propia,1,obrero,1,0,1,1
menor_a_cero,15,pago_algun_credito,utensilios_hogar,1275,,1_a_4,4,mujer_no_soltera,,2,otro_tipo,24,,renta,1,gobierno,1,0,1,0
menor_a_cero,24,pago_algun_credito,mobiliario,4169,menor_100,1_a_4,4,hombre_soltero,,4,seguro_vida,28,,propia,1,gobierno,1,0,1,1
cero_a_200,10,pago_algun_credito,mobiliario,1521,menor_100,1_a_4,4,hombre_divorciado,,2,otro_tipo,31,,propia,1,obrero,1,0,1,1
cero_a_200,24,no_ha_pagado,colegiaturas,5743,menor_100,menor_a_1,2,mujer_no_soltera,,4,sin_activos,24,,prestada,2,gobierno,1,1,1,1
menor_a_cero,21,pago_algun_credito,mobiliario,3599,menor_100,4_a_7,1,mujer_no_soltera,,4,otro_tipo,26,,renta,1,obrero,1,0,1,1
cero_a_200,18,pago_algun_credito,TV,3213,500_a_1000,menor_a_1,1,hombre_divorciado,,3,bienes_raices,25,,renta,1,gobierno,1,0,1,1
cero_a_200,18,pago_algun_credito,poner_negocio,4439,menor_100,mas_de_7,1,hombre_soltero,,1,bienes_raices,33,bancario,propia,1,administrativo,1,1,1,1
