,walmart,soriana,aurrera,superama
28/02/2011,5.218295623,-2.755926156,-1.4147626,-1.992593083
01/03/2011,-1.860591387,2.393309822,-4.260398479,-1.072109417
02/03/2011,-1.962042824,-3.528591073,-1.561013195,1.274111732
03/03/2011,-1.756152322,-3.533672684,-2.197498773,-2.601518866
04/03/2011,0.478044722,-2.245341091,-0.026002542,6.463134159
05/03/2011,-0.625416651,-3.033105092,1.127731932,4.055555195
06/03/2011,3.945734824,-4.220087602,-2.775678993,-2.330245588
07/03/2011,1.205952852,-1.637544524,0.905025587,-0.500201181
08/03/2011,-0.638083444,5.225916381,-2.896265091,3.782216509
09/03/2011,4.708987279,0.551819151,0.873386304,1.899546297
10/03/2011,0.433148033,-1.024511479,0.496959388,-2.035828744
11/03/2011,0.754323517,4.826279541,1.555817208,-6.860207737
12/03/2011,-1.237439778,-0.807621367,0.768289888,0.933425392
13/03/2011,1.755516458,-2.189952103,-1.924046195,-4.877741262
14/03/2011,0.199760352,2.879322885,-0.095141677,7.305909645
15/03/2011,-0.464022996,-1.929625862,1.303635221,1.427389369
16/03/2011,3.328975141,0.38491737,-3.285671121,3.602608678
17/03/2011,2.047690264,-2.525841933,1.283996789,-1.444432564
18/03/2011,0.348898259,-1.590672559,3.663229869,-0.635548391
19/03/2011,-1.368266387,-1.602771369,4.769975016,2.840238293
20/03/2011,-0.713839355,-1.958628484,-3.216017458,-2.616152522
21/03/2011,0.348636336,-3.751615121,0.014593365,-1.744430246
22/03/2011,4.21822155,6.509403379,-3.316862597,2.530132262
23/03/2011,-0.76476022,5.209051726,1.017961518,4.348424636
24/03/2011,1.542392612,0.659544749,1.314848768,6.376677506
25/03/2011,-1.771885003,3.429833878,3.01186357,-1.978555844
26/03/2011,-6.181868255,-2.984916159,-1.892538342,-2.113351628
27/03/2011,-0.991439668,-0.631046958,-2.497612798,2.505426158
28/03/2011,2.177747677,-0.19182421,-3.960477701,1.131602723
29/03/2011,2.360873627,-2.378366246,0.143836036,-7.597946301
30/03/2011,0.21861135,-2.466320506,-0.903763358,3.370013499
31/03/2011,-1.394048166,-0.882721917,1.143317527,-2.814607873
01/04/2011,0.930171658,-5.405724096,2.995454138,0.281770405
02/04/2011,1.47566193,-7.102340911,-0.463956376,-0.125197452
03/04/2011,-1.544549408,0.358970636,0.91425882,-1.43233472
04/04/2011,-1.327736073,-0.263889569,-1.267774507,1.968584965
05/04/2011,-3.895394769,-1.259254645,-1.148273405,1.023726208
06/04/2011,-0.821612301,-1.284134784,1.86710144,1.118505518
07/04/2011,-5.275698925,-4.83591545,1.294436989,0.368325659
08/04/2011,-0.217417278,-1.743611819,2.107128682,1.346469263
09/04/2011,-0.943304508,0.471361001,4.724211526,3.903381596
10/04/2011,4.896508579,1.616030746,-0.262040156,0.731858186
11/04/2011,0.389955031,2.61580745,0.482763272,-0.870599017
12/04/2011,0.933775498,0.278504972,0.079502959,-0.848797649
13/04/2011,-1.609623185,-0.14327304,-0.081843144,0.185295149
14/04/2011,4.941860135,-4.202346548,0.144777462,1.807247823
15/04/2011,4.629392501,-0.324328732,4.150976628,0.935533234
16/04/2011,3.958586631,2.877130688,2.359617474,0.326513067
17/04/2011,2.000223225,1.539717201,0.98069312,-1.638658385
18/04/2011,-2.457423262,1.364049341,-7.560271085,4.921969759
19/04/2011,2.148337163,-2.556478807,-5.282411183,-1.145222797
20/04/2011,1.62232175,-7.16094075,3.960455863,2.813054815
21/04/2011,-3.581969593,3.439596797,1.700649117,-0.206992653
22/04/2011,0.040173299,-2.312036046,-4.136401809,-0.967749673
23/04/2011,0.480315391,-5.394180948,4.96239117,-0.533952924
24/04/2011,2.739029329,4.559408717,5.620055902,1.473355016
25/04/2011,0.489022602,1.666839489,1.728918877,-0.426395355
26/04/2011,-1.990193341,-3.973482822,4.079829634,-4.596909959
27/04/2011,2.057123229,1.666625299,-0.043270107,0.659211348
28/04/2011,-1.241844512,-0.90820155,-1.823763552,1.841001313
29/04/2011,1.320312241,-0.314583732,2.693691514,-4.519448748
30/04/2011,-1.262427802,0.551256088,-2.249789576,4.347180639
01/05/2011,-3.95708611,-3.684467175,4.405697983,0.823078299
02/05/2011,0.630866281,-2.941595855,2.118831367,1.620455116
03/05/2011,-0.164304315,-0.768544135,-2.646788102,-0.035737958
04/05/2011,5.287708877,-6.125991568,-4.382276005,-2.965431948
05/05/2011,-3.055787439,-4.183174858,0.235469888,-2.630481434
06/05/2011,0.885923899,3.051713269,4.850202609,7.903184077
07/05/2011,-2.724265194,5.18308962,3.180148461,1.859621289
08/05/2011,0.879345418,0.358549054,3.056071549,4.73393706
09/05/2011,0.33062921,0.900463491,-2.06129577,3.524032863
10/05/2011,1.875655991,-0.981965742,-2.271526917,-2.388684587
11/05/2011,0.268532247,4.209241259,-3.661637472,0.564382886
12/05/2011,0.962943328,5.300841519,0.301612274,-5.933401734
13/05/2011,-4.883660918,-2.081416859,-2.148618861,-1.785542987
14/05/2011,4.296996125,1.251635327,3.800613027,-0.707666148
15/05/2011,0.736127458,-4.090462174,1.187984964,-4.44157002
16/05/2011,3.808374044,-4.726338813,-0.109284485,3.513047702
17/05/2011,-1.74482347,-4.35302026,1.421327864,-2.402763551
18/05/2011,2.620730052,3.892103042,-0.250925403,-0.284961104
19/05/2011,1.334269201,-3.118889727,1.523677945,4.196635257
20/05/2011,3.820423361,5.605150345,-0.311662269,1.288078935
21/05/2011,-0.371132461,0.083489542,1.983201797,-0.043765825
22/05/2011,-0.201925314,2.639494282,-1.19072769,-3.247621423
23/05/2011,0.900974802,3.652248104,2.007120461,-2.499353998
24/05/2011,0.579641061,0.404179079,-0.218465636,3.325522536
25/05/2011,-1.237665913,-4.455660356,-0.831273027,-0.16611362
26/05/2011,1.116011385,-3.957614653,-3.440783307,-1.14150961
27/05/2011,1.088982032,-0.246310621,-5.987532327,1.00435551
28/05/2011,3.27317185,0.405309822,-0.64911427,2.87447165
29/05/2011,-2.97686918,1.681782756,-0.787123445,-6.399574071
30/05/2011,2.620196266,2.395891762,1.599985793,1.89551327
31/05/2011,-1.687367584,-3.105550636,-1.621976237,-3.751724905
01/06/2011,-0.889910483,-2.689338694,-1.524993901,-3.746754901
02/06/2011,3.046431119,-1.772946501,9.002448548,0.251348845
03/06/2011,-1.289420864,1.894287888,-0.781381765,-0.309380511
04/06/2011,0.680229516,2.274375822,3.089900566,0.0928448
05/06/2011,-0.095905804,2.098748967,-3.711093468,-0.883244142
06/06/2011,0.54663589,-0.271731721,3.737563549,3.604317609
07/06/2011,-0.048921396,1.51336851,-3.953722759,-0.642230945
08/06/2011,-0.268260827,-2.595656148,4.770701301,-1.538948268
09/06/2011,-1.685647315,-1.629794773,5.950509322,1.742347426
10/06/2011,-1.715908304,-4.586178206,-3.698024222,-4.624751262
11/06/2011,-1.303029348,-4.196248131,-4.026763328,-1.332901779
12/06/2011,-2.161650183,4.028550017,1.9706644,0.966147893
13/06/2011,-2.629270615,-1.384695019,-0.751862873,-4.360895043
14/06/2011,-1.257191294,-0.295602215,-2.533036942,2.212705844
15/06/2011,4.345104491,0.736787003,2.733925435,2.770460826
16/06/2011,-2.76221575,-1.594250492,4.742251751,4.764122874
17/06/2011,-3.57618318,-5.405087135,-3.155420461,-3.214609777
18/06/2011,-5.037060841,-2.689009005,-3.421694542,-1.95338109
19/06/2011,3.304458707,2.940236457,-0.129071074,0.413445987
20/06/2011,1.250600405,1.284190878,3.591775084,-5.765594147
21/06/2011,-3.268423391,-2.457631572,4.153945397,-4.365147282
22/06/2011,-0.314492832,-1.11018594,-0.685861558,1.013762045
23/06/2011,-1.698507277,-5.240066301,-2.145744508,0.707418793
24/06/2011,0.554245466,-5.490906539,-4.821767637,0.995113961
25/06/2011,1.186744473,0.656954448,0.573589902,-2.775607478
26/06/2011,-1.562425182,2.041336239,-0.108919092,-3.134075271
27/06/2011,0.579751262,-1.784384024,-0.700024681,-2.77064741
28/06/2011,-1.721112365,2.158507165,-3.514854239,-2.745770696
29/06/2011,-1.162034969,0.564666693,1.819404683,2.578710908
30/06/2011,0.614308177,1.583149162,1.843268876,5.374798324
01/07/2011,1.779164099,-3.538934374,0.079173679,-1.566733555
02/07/2011,3.926437255,3.769040533,-2.785365221,-2.813344208
03/07/2011,3.054028033,3.955377189,0.610966085,0.301160047
04/07/2011,1.761851254,-5.652641423,4.182119861,-3.273038451
05/07/2011,-0.652588631,-1.067705253,5.971567139,6.027457572
06/07/2011,-2.002060247,5.068655272,-1.383748282,2.805758342
07/07/2011,-0.33300871,-1.2247174,0.009040842,-3.554646022
08/07/2011,-5.846376793,-0.210103437,6.66716642,-1.024319515
09/07/2011,2.133878543,4.649268141,-6.623709336,0.64154411
10/07/2011,0.267806953,2.17549848,2.237911928,-1.839993071
11/07/2011,2.098744925,-5.711330769,0.271827132,1.707613555
12/07/2011,3.588363278,0.66366691,3.992430437,-5.659075632
13/07/2011,-0.287323925,3.871448947,-1.640036638,-0.880258094
14/07/2011,1.892423113,1.822207337,3.838093904,-2.963188856
15/07/2011,-1.277367188,1.958160922,-4.131257152,-1.082787569
16/07/2011,1.638302186,-5.357930897,-3.722188766,0.67123185
17/07/2011,0.960905594,0.277176295,1.23657971,4.581048466
18/07/2011,2.697923707,1.399061795,1.702097419,-1.550198029
19/07/2011,0.787055372,-2.292444,-4.40820457,-2.441769953
20/07/2011,-0.176676403,2.730649184,3.15631886,-1.153973886
21/07/2011,-0.855486046,5.677840049,-5.690899772,4.413304143
22/07/2011,-6.029420367,-0.654067615,-2.896619874,0.906647441
23/07/2011,-0.320816546,-5.58203524,-3.597588978,-0.465280979
24/07/2011,-4.160003404,-0.626731248,1.842475188,5.588209206
25/07/2011,-3.002603248,-4.701009252,-7.755309013,-1.234725664
26/07/2011,2.863877801,-0.39746583,2.980715486,-1.061591479
27/07/2011,-1.893488359,0.007749429,-1.692512616,-1.403661872
28/07/2011,-5.320578357,-4.263057081,0.980273201,3.03293163
29/07/2011,-1.364695557,1.109537722,1.1046167,3.972841558
30/07/2011,-2.658120307,2.067803711,-2.755750214,2.954333817
31/07/2011,-0.391539753,2.110146541,-2.828237901,0.146457704
01/08/2011,9.907678283,-3.458662005,-7.171612736,-0.704079353
02/08/2011,-5.593461811,0.139211151,4.797755497,1.081958676
03/08/2011,-3.631540381,-2.433977097,-2.459704199,2.325355482
04/08/2011,3.644086178,-2.093791232,-0.480304717,-1.204072754
05/08/2011,-3.60033094,1.051475436,2.101286964,2.47758048
06/08/2011,4.474249023,-1.240915715,0.294332716,1.813329934
07/08/2011,3.753172801,-5.883333814,-5.441365652,7.500466974
08/08/2011,-0.58704337,0.948315956,-3.845239319,-0.45269302
09/08/2011,-3.023695305,5.617912919,-3.538771596,3.854379303
10/08/2011,1.14388991,-3.714146034,-5.224398314,-0.246070557
11/08/2011,-2.228074163,-2.012714228,4.530672204,0.777289813
12/08/2011,0.367474002,-2.536489972,-1.280252336,-0.991369111
13/08/2011,-1.538707666,-2.037237368,-6.088213984,4.873929109
14/08/2011,1.831004814,3.508629578,-1.034623281,7.499921145
15/08/2011,-1.962952201,4.669192879,-6.417511469,0.116639415
16/08/2011,-0.38776458,-1.82648598,3.06008224,1.768185599
17/08/2011,-1.493907905,1.08138819,3.172024442,3.531422749
18/08/2011,1.828381879,1.143159923,-9.551036719,4.651202736
19/08/2011,-1.469007382,7.819734484,-2.895825,2.660846491
20/08/2011,0.443494526,-1.809130359,-4.158568503,-0.400925512
21/08/2011,1.444052651,-0.859679722,-2.160758632,-0.905618324
22/08/2011,1.562058818,-4.745961805,-3.476652499,-0.339018538
23/08/2011,0.294157836,-0.177967353,2.054126067,-0.692817781
24/08/2011,5.471845221,-6.117891625,0.116546505,0.796248443
25/08/2011,-0.065288985,-4.872689803,5.741635736,-0.31622934
26/08/2011,3.727881545,-3.955672126,1.024795108,3.14587404
27/08/2011,2.23031877,4.527684755,0.121275933,-0.240752848
28/08/2011,-1.112121441,3.273993831,-1.395680891,1.691985567
29/08/2011,-0.305794244,-1.617178297,0.050733785,-1.255588677
30/08/2011,0.166083987,3.2112122,-1.710169281,-4.212398978
31/08/2011,0.182585848,-4.942568756,5.816326069,-0.139176974
01/09/2011,0.683736808,3.359374268,-1.196043166,1.077595907
02/09/2011,-0.313616403,6.693140503,-2.571412685,3.135709526
03/09/2011,0.918756397,-0.612686009,-4.439476214,-1.979554308
04/09/2011,0.145376762,-1.689931504,-5.369983722,-2.679709506
05/09/2011,0.34326315,0.719261069,-5.303332507,0.583347858
06/09/2011,5.915914939,0.556264078,-1.748728665,0.72720955
07/09/2011,0.203409696,0.393339068,-1.668875324,-0.63412021
08/09/2011,-1.279478119,-3.077156065,0.93159761,-2.80120983
09/09/2011,0.243913666,0.920986975,4.329050112,-8.930530712
10/09/2011,-1.525767014,-0.395727256,4.10496844,-1.310765235
11/09/2011,-3.109638759,0.529589043,-1.569110379,1.358081341
12/09/2011,0.392520772,5.054001316,-4.668788329,-1.711692352
13/09/2011,-2.631064342,1.378343269,-5.005995894,-4.998458991
14/09/2011,2.027540143,1.275818688,0.14387409,-3.077421778
15/09/2011,-3.972900926,1.568619514,-3.662613559,-0.606324001
16/09/2011,-5.519996659,3.443282984,-0.599513701,-0.660453682
17/09/2011,2.508262656,1.552216566,-4.738797451,-1.202086488
18/09/2011,3.312765499,1.736434793,1.702696896,-1.551838634
19/09/2011,-3.753533255,5.769297464,3.497981697,-0.903122676
20/09/2011,-3.784534688,-0.727500111,6.409588947,-3.872328398
21/09/2011,0.269885216,-1.02557668,3.419018007,-1.014225174
22/09/2011,1.336777209,-0.191940892,-2.013227104,0.339937289
23/09/2011,4.479648872,0.837404115,-4.356201904,0.003905585
24/09/2011,1.372878834,-2.681421388,-2.275815256,-4.196873753
25/09/2011,-4.49268105,1.445204494,0.015986893,-1.327617395
26/09/2011,2.316418004,5.449197639,-2.462721557,-3.232624687
27/09/2011,-3.622865843,-2.277173218,1.69179514,-0.556517262
28/09/2011,2.27394043,0.288653853,-1.028177107,-6.167471137
29/09/2011,-0.085483469,5.86025507,2.064826341,1.525512289
30/09/2011,3.416321853,-2.62232393,4.605073502,2.97306519
01/10/2011,-0.869637916,5.473477687,-4.049304028,1.175072182
02/10/2011,-0.915675198,-2.426887271,-3.150004258,-0.717107468
03/10/2011,0.798316078,0.63259574,1.37506744,7.549473746
04/10/2011,-3.865529285,4.424827158,-3.15454693,-2.077487422
05/10/2011,-1.951301725,-3.628634954,0.478599839,-1.734806805
06/10/2011,1.940262606,-0.72988276,1.414283583,0.282067674
07/10/2011,-0.699486902,2.660495033,-0.823722259,1.242550865
08/10/2011,-0.72713902,1.971759847,1.371651094,0.778670381
09/10/2011,0.005660911,-1.494390542,4.292105237,-1.681509618
10/10/2011,2.948545083,-5.895745865,-0.336406849,1.667614666
11/10/2011,0.714717557,3.326044394,-0.069019376,-1.784779242
12/10/2011,-3.514248888,1.516057636,0.746795559,6.90265843
13/10/2011,-0.877564464,0.166898451,0.103429193,-3.432075446
14/10/2011,-1.818076637,-0.486960198,1.513701927,-0.223123676
15/10/2011,-6.493699588,-3.229623874,2.488251414,-0.942188746
16/10/2011,-2.187966328,-2.633655485,3.623806701,1.718515848
17/10/2011,-4.748576297,1.196604012,-3.815762289,-4.936815806
18/10/2011,2.418228563,4.897871155,2.752173848,-0.443389344
19/10/2011,-3.353404273,-3.645003224,1.823720405,5.05753216
20/10/2011,-0.41515244,2.98260669,-1.923276395,2.052512925
21/10/2011,-3.725661602,3.66436139,-4.89213035,-2.117954707
22/10/2011,0.208426515,-0.417067021,-4.531749534,-7.893532104
23/10/2011,2.96388921,-0.707918003,-1.055633427,-3.769319819
24/10/2011,1.972458491,2.379330018,-1.285021259,1.238046459
25/10/2011,-4.185514822,1.921221893,-0.729169616,5.488922597
26/10/2011,-4.732203927,2.368685014,0.946384347,-1.824908914
27/10/2011,1.106649185,-2.063051101,2.355506556,1.349358613
28/10/2011,-1.872352483,-3.508078978,-3.485981274,-2.852845652
29/10/2011,3.197477816,-0.96083607,-3.07446758,-0.38593513
30/10/2011,3.295974889,0.515734434,2.336495918,5.87954084
31/10/2011,-1.036482524,-5.856090731,0.852934543,-3.922872459
01/11/2011,-1.844885124,-1.23900913,-8.11774911,2.118256163
02/11/2011,-2.513563883,-3.040807015,-2.311013676,-3.017609676
03/11/2011,0.086738219,0.61102434,-1.412930825,1.068657244
04/11/2011,4.410263065,-0.190800399,4.025384854,1.354001555
05/11/2011,-2.632803488,7.26934221,-3.468207012,-6.81367995
06/11/2011,2.952757787,2.17330635,1.589910127,0.33196333
07/11/2011,4.231992562,-1.971363129,-0.898774074,3.034858474
08/11/2011,-0.799872007,-0.208345197,0.263281213,-2.95683359
09/11/2011,3.364902932,0.865919801,0.705765708,2.952360585
10/11/2011,1.737490004,3.948979887,0.987809214,2.57882183
11/11/2011,0.035100824,1.481572696,-0.180573101,2.419162766
12/11/2011,4.892522853,-2.949354593,-4.79167678,1.286177008
13/11/2011,4.149466183,-3.314174709,-0.612007777,1.075736824
14/11/2011,-2.995176419,3.039976679,0.900576494,1.408151455
15/11/2011,-2.855442992,-2.125004391,0.026161219,4.807031888
16/11/2011,2.604745513,1.324292718,4.5039385,-2.692197274
17/11/2011,-1.974844791,5.617274045,5.45714476,2.751519335
18/11/2011,0.159847732,-0.036216672,0.678117193,-0.390323228
19/11/2011,-1.567669073,3.219807626,-4.015034154,0.717378792
20/11/2011,0.74655555,4.226426373,-0.899971258,5.224864168
21/11/2011,-0.374970933,0.486474446,-1.968165048,-1.810776175
22/11/2011,0.867850748,-0.939944774,2.357079318,-5.685308348
23/11/2011,2.424662173,-4.235817408,-2.102397362,0.119293181
24/11/2011,0.433045435,-0.202439898,-4.219827274,3.034690502
25/11/2011,3.003334527,-2.250852556,2.886987854,-3.676103976
26/11/2011,-0.232633588,2.701679119,2.139960381,1.869013267
27/11/2011,-2.02500148,0.384667314,-1.236204217,-3.453302193
28/11/2011,-1.949451214,3.632612331,-2.70560504,-1.324103022
29/11/2011,-0.424220225,-2.180611676,1.777045177,0.306834352
30/11/2011,0.914833575,-1.384451561,-1.674084526,-2.792292391
01/12/2011,-4.598001998,-1.011108181,-2.74527495,2.356609409
02/12/2011,-0.143977136,-2.716423902,-3.772954186,4.863699114
03/12/2011,-0.096638241,-1.524998159,3.370289475,5.866394903
04/12/2011,-2.505273759,-8.27349961,4.390482043,2.216204379
05/12/2011,1.54689977,-1.341959919,-1.717318242,-1.465260142
06/12/2011,0.630695651,-0.907942901,-2.970102481,-0.943410047
07/12/2011,-1.858615262,1.502746498,1.183827646,-0.924622181
08/12/2011,-0.093344525,-2.321019309,5.879964552,-2.713874924
09/12/2011,2.853637725,5.528201294,1.140195586,-0.442349307
10/12/2011,-4.063948776,2.073345727,4.678066339,2.957351484
11/12/2011,-6.911499061,5.565966083,-0.122192251,-2.495330693
12/12/2011,-5.980220385,-2.639132568,-5.482743502,0.414910787
13/12/2011,-1.223134718,2.832756308,3.223711545,5.219688612
14/12/2011,4.459431072,-1.326719558,-2.365585031,3.570668322
15/12/2011,-1.167665744,-2.8011041,3.040035816,-4.811052434
16/12/2011,-1.59168117,1.795703131,-4.139836109,-0.814095843
17/12/2011,-1.964823904,4.286621316,-6.459539886,0.503122738
18/12/2011,-0.335464293,-1.030435141,0.34497441,-1.81275884
19/12/2011,0.45325575,7.504247397,5.71435053,3.827466446
20/12/2011,-5.379803804,0.523481345,3.106093583,0.438738498
21/12/2011,-0.75925304,0.967647459,1.901125813,-0.343626977
22/12/2011,0.226304607,1.409255059,1.709965558,-2.321267916
23/12/2011,-3.35285091,0.178476329,1.642191449,-2.477483601
24/12/2011,-0.888600703,-0.586259492,0.178632127,-2.108465507
25/12/2011,3.679470822,-0.771263009,-0.636700307,-1.592004039
26/12/2011,4.559167595,1.242689675,-0.174169765,3.898743274
27/12/2011,1.183554111,-3.150340918,-6.468645574,0.350524858
28/12/2011,-0.911525911,-0.816601549,7.052674501,-2.070482922
29/12/2011,-0.23916298,-0.036335041,-1.001840467,-2.508712153
30/12/2011,-1.257827726,-4.577766355,-2.181214959,-3.910136006
31/12/2011,-4.640149034,-2.796041896,1.299306565,0.493615107
01/01/2012,-3.932964475,5.675367576,-1.403413848,2.121695614
02/01/2012,1.843630518,-1.258972329,-3.502270195,2.102144625
03/01/2012,-1.704019428,-3.381779968,-0.425576762,2.324099095
04/01/2012,-1.441576315,4.819284833,1.745887092,-2.473270671
05/01/2012,0.53207852,-4.250817694,0.323636463,1.138910107
06/01/2012,-2.841508181,-2.850016312,-3.255863068,-6.221697866
07/01/2012,-3.952586355,-1.084124295,-0.907324069,-2.391411148
08/01/2012,2.742500584,-4.884469996,-0.578850273,-1.130526083
09/01/2012,-1.322769104,-0.307774603,-1.017979373,0.763539035
10/01/2012,0.064106491,-1.344956594,-5.283968231,-4.699885263
11/01/2012,-0.309220001,-3.048824453,2.916719391,0.023736695
12/01/2012,1.30169041,0.418667735,-0.535096898,5.013805653
13/01/2012,1.54095487,0.438187112,0.67816148,-3.155220934
14/01/2012,2.802343304,0.38914304,-2.89509416,-3.361392783
15/01/2012,-4.997380464,0.819454168,-3.647178104,-0.744872057
16/01/2012,0.51665388,-4.282197425,-0.415436223,1.489247416
17/01/2012,2.116278445,0.087265824,9.735927579,-5.526397307
18/01/2012,-1.555164559,-0.853303192,0.444374975,-1.779445617
19/01/2012,1.534550287,-3.160916009,2.905871304,-0.730946139
20/01/2012,-4.017515323,-2.527218837,-2.782165725,1.416549633
21/01/2012,1.019383953,1.89747478,-0.69124424,0.656650448
22/01/2012,3.993440753,-0.249765885,-4.27045196,-3.575694063
23/01/2012,0.981219282,2.480171816,-2.324139121,-1.261385812
24/01/2012,-2.702632214,-4.81447648,5.141703746,-4.69597787
25/01/2012,5.418676486,-3.174516826,0.523787822,-0.444323865
26/01/2012,2.867826838,3.791372443,2.885590808,-3.376898836
27/01/2012,-1.550174353,-4.019948984,2.609509132,2.852928782
28/01/2012,-1.044424942,-1.250382271,-5.156769444,6.557032251
29/01/2012,0.881434567,3.705266596,0.786465596,-0.308853839
30/01/2012,1.802386045,-2.497843454,4.799143544,-0.100029741
31/01/2012,1.784837477,0.43833404,2.037713146,5.554124689
01/02/2012,-0.514730473,-2.74670209,5.955019309,-1.543483921
02/02/2012,0.353718552,4.184310789,0.573179913,1.965284231
03/02/2012,5.617031452,-0.843192291,2.544441272,0.96200819
04/02/2012,0.813019676,3.856095845,-1.766446426,-0.149935737
05/02/2012,1.592653043,-0.945192647,0.283030813,0.028329848
06/02/2012,2.862087727,1.142923684,-1.925971268,-0.982010982
07/02/2012,-1.991947522,-7.079635782,1.511554906,-1.2875481
08/02/2012,-4.940795635,-0.205321569,2.72053638,5.403060948
09/02/2012,-0.757538397,1.482095568,0.736565682,-3.384225917
10/02/2012,-0.053947941,-0.329787228,4.619053025,-1.591858224
11/02/2012,-3.28775938,3.974920416,3.757024009,4.811075842
12/02/2012,-3.58176831,1.237344112,0.070788457,-0.18613642
13/02/2012,4.94613994,1.675666388,-0.891610659,0.116596084
14/02/2012,-2.932720269,-5.862079925,-0.241776209,2.163930893
15/02/2012,-0.977374534,5.802847414,3.263362705,5.686257286
16/02/2012,4.782689161,-1.337096746,-4.807919819,1.301014304
17/02/2012,-0.490174466,2.544916797,1.097340729,4.53541293
18/02/2012,1.174077255,-1.664613886,-3.211612049,1.396487489
19/02/2012,-2.623130544,-3.280752558,-1.282887674,3.4064285
20/02/2012,0.909494506,-0.182809562,-3.808038685,1.686132741
21/02/2012,-1.085316856,-4.290221283,0.398222609,-1.484286064
22/02/2012,4.574065288,-0.47928287,-2.986913372,-2.454361382
23/02/2012,-1.659231358,-2.013742057,3.025881926,3.819688048
24/02/2012,2.022204105,-0.403374648,1.252397075,-1.502134889
25/02/2012,0.590960053,-0.298502873,-0.910531371,-3.788288974
26/02/2012,4.428587614,3.73454446,5.178200144,-2.06624567
27/02/2012,-2.848452982,1.103275294,-3.597472594,-1.683615776
28/02/2012,0.327183503,-0.401230197,4.703445098,-1.49038924
29/02/2012,-1.275803751,4.01430032,4.46611399,-0.230168683
01/03/2012,-5.92832669,-3.980685657,-0.045603054,2.269436675
02/03/2012,-4.41803263,2.891595972,-3.332794126,-1.128865565
03/03/2012,-0.514131755,-0.171180164,2.258824848,-1.860996242
04/03/2012,-1.917755225,3.161701123,0.925123315,1.117518777
05/03/2012,4.923506536,0.639365487,-4.791744274,-2.267580056
06/03/2012,-0.421681368,-0.720011915,-4.509235817,-1.288398295
07/03/2012,5.074823709,2.877452757,2.853356919,3.70173759
08/03/2012,0.773866563,-2.484480147,0.956271817,-1.043572565
09/03/2012,4.604023839,1.605136487,-1.695877992,-2.026830028
10/03/2012,0.405319377,-5.577150367,-0.561109877,0.179753782
11/03/2012,7.081880441,3.065995315,2.68310574,1.433110665
12/03/2012,-4.37974602,-2.421421518,-3.931462104,-0.825479781
13/03/2012,-1.836390203,2.875211929,1.139028603,-1.637973685
14/03/2012,-6.34496934,0.434928055,-1.262044193,-3.577961542
15/03/2012,-4.489619623,-1.869021891,-1.026317577,-2.867759851
16/03/2012,-0.699311247,2.78838059,-7.959294298,-5.438907429
17/03/2012,-2.609637384,0.411676088,1.781511918,3.328698923
18/03/2012,-2.887072439,4.76378283,-1.176650493,1.272955684
19/03/2012,2.186959075,-3.890264144,-2.621328451,-0.465733826
20/03/2012,3.420334751,-0.485613076,-1.492672949,3.04215455
21/03/2012,2.203191288,-1.958121776,1.663096625,0.492277039
22/03/2012,-2.048652638,-4.083108419,-4.957672458,1.425441696
23/03/2012,-3.334755942,0.298383285,7.621834544,0.566166815
24/03/2012,-1.614094154,-1.414599494,2.929613461,-1.198471059
25/03/2012,-5.089058055,-1.378062251,-0.181812636,3.329637147
26/03/2012,-10.95329196,-7.016540172,6.228404842,-0.709933524
27/03/2012,1.306765743,3.273671836,0.409482421,-2.342102439
28/03/2012,3.014481108,-3.766487995,-3.398017242,-2.094647756
29/03/2012,2.194907635,-2.964560542,-1.609463594,-2.050357808
30/03/2012,-0.352523856,1.327893702,0.126141221,-1.500500935
31/03/2012,1.121002458,-2.22072976,2.000672355,0.730688235
01/04/2012,-1.810491346,-1.717682762,1.640042635,-3.079279383
02/04/2012,-0.55660926,-3.095582576,-1.755398596,2.784924405
03/04/2012,3.217659512,0.183570651,0.036642655,0.673291483
04/04/2012,3.009754992,-1.548741718,-0.469850552,-0.29142207
05/04/2012,-3.020069844,5.429898793,-1.04886463,1.366924101
06/04/2012,1.21159352,3.593021185,0.817987493,-2.142202037
07/04/2012,0.819276766,1.328277178,-1.34322653,-1.187939503
08/04/2012,1.230971854,-2.634932997,2.326601461,-3.17139825
09/04/2012,-0.454491151,2.384876944,-0.149377761,1.913821133
10/04/2012,3.176617747,-2.071677889,-1.639158243,-0.153936657
11/04/2012,1.761609144,-4.57430314,3.257147679,-4.204564294
12/04/2012,3.444902985,2.767788403,0.382555213,4.446186083
13/04/2012,-5.584644665,3.432724266,-2.341051568,-3.297483452
14/04/2012,-3.437913415,2.854740887,3.488907458,-2.092958024
15/04/2012,-1.327331616,1.698843094,-0.58277641,-1.191466202
16/04/2012,-2.117181196,-1.062901826,4.887073051,-4.198320014
17/04/2012,-7.144287578,-0.93110653,2.883179347,0.874580947
18/04/2012,-4.373974538,-5.78295443,-0.105823264,2.581427206
19/04/2012,-2.006071448,-1.572480173,2.581053577,-1.949185293
20/04/2012,5.490379747,5.632733852,1.070593769,-0.89786077
21/04/2012,0.431991146,1.543438397,-1.506721191,2.752073646
22/04/2012,-1.433917147,-6.694459023,-2.511955635,2.735051703
23/04/2012,-3.310737443,-3.078344766,2.380290082,3.318157806
24/04/2012,-2.9106393,0.721176435,4.729057593,-4.64882459
